method,A-Dice,BWTR,RMA,MPE,DRR
organ_retention,0.613529055582321,-0.27264091243924077,1.069417275046708,5.202012386845555e-06,NA
organ_no_replay,0.21324723434588755,-0.9838413175680386,0.9803613547091353,5.202012386845555e-06,0.0
