run,status,t3_epochs,transition_seed,evaluation_split,t2_before,t2_after,absolute_drop,retention_ratio,initial_lr,global_weight
sw_lr01_g0,completed,1,44,validation,0.17474133775274128,0.05189222965743689,0.12284910809530439,0.2969659630903382,0.01,0.0
sw_lr03_g0,completed,1,44,validation,0.3004959185088815,0.20214425574240957,0.09835166276647195,0.6727021676217374,0.03,0.0
sw_lr01_g01,completed,1,44,validation,0.0744553561428395,0.1423969970288671,-0.0679416408860276,1.9125151554669133,0.01,0.1
sw_lr03_g01,completed,1,44,validation,0.39789849741577027,3.332019979504167e-10,0.39789849708256825,8.374045142529121e-10,0.03,0.1
